gender,age,job,monthly_income,assets,saving_months,saving_amount,deposit_amount,deposit_months
F,89,1,1187,162904,24,166,2421,12
M,63,1,2546,105666,12,330,10387,24
M,97,0,450,43912,24,71,1511,24
F,52,0,415,17338,12,165,896,6
M,99,1,2937,395275,24,587,8106,12
F,19,0,101,2330,3,13,74,6
M,43,0,62,4539,24,21,148,6
F,58,0,286,25020,3,100,257,3
M,84,1,2759,185307,12,413,4635,12
M,79,1,1355,177670,12,189,2764,12
F,22,0,27,128,1,14,330,24
F,92,1,1087,74519,24,173,1565,12
F,14,0,63,334,6,9,288,24
F,20,0,137,2307,1,67,172,3
F,100,0,100,4411,24,14,14,1
F,85,1,2851,134684,12,370,11632,24
F,30,0,55,1628,6,25,161,6
F,68,1,734,75579,24,102,1585,12
M,86,1,1832,211408,12,219,5276,24
F,59,1,2275,136189,24,796,22931,24
F,38,0,115,9933,3,56,182,3
M,64,1,1619,61645,12,226,5051,24
F,50,0,62,3167,3,21,68,3
F,17,0,180,3028,12,24,79,3
F,31,1,500,32888,12,234,2999,12
M,50,1,831,75855,24,282,6382,24
M,83,1,1058,85628,24,158,3554,24
M,14,0,36,417,3,4,12,3
M,46,0,487,31571,3,165,3740,24
F,79,1,2174,309543,24,391,2608,12
F,33,1,1814,139921,12,743,11101,12
F,14,0,53,573,6,6,24,3
M,21,1,2510,170978,24,1305,32529,24
M,86,1,2035,142008,12,284,4151,12
F,93,1,2441,330912,24,341,4686,12
F,82,1,580,34299,24,81,1531,24
M,23,0,110,1672,24,51,673,12
F,68,1,628,40790,24,113,2260,24
M,19,0,135,1105,12,17,101,6
M,96,1,735,91069,24,95,2116,24
M,15,1,2521,199349,12,268,4354,12
F,64,1,1315,115269,24,210,3787,24
F,75,1,1830,41467,24,237,7905,24
F,95,1,1243,59381,12,211,5668,24
M,92,1,2350,95316,12,375,4229,12
M,73,0,394,37154,1,51,449,6
F,15,0,51,253,24,9,5,1
F,13,0,129,540,24,17,21,1
F,48,1,306,16195,12,110,2790,24
F,87,1,2535,106011,12,405,5475,12
F,85,1,1085,134288,24,141,4166,24
M,90,1,2075,34199,12,311,5975,12
F,23,0,136,163,24,59,72,1
F,57,1,185,5718,12,57,1509,24
M,17,0,28,512,1,3,54,12
M,44,1,1413,164591,24,621,5086,12
M,34,1,930,110502,24,474,5803,12
F,80,1,2641,102066,24,343,10775,24
M,34,1,2041,205038,12,1142,12980,12
M,34,1,1873,223570,24,1048,23375,24
M,100,1,1811,136141,24,289,3477,12
M,45,1,1780,4054,24,729,15806,24
M,32,1,1940,215265,12,950,23745,24
F,22,0,174,1473,6,86,2171,24
M,30,1,480,63013,12,225,5644,24
M,19,1,2691,160469,24,480,3712,12
M,93,1,2434,335368,24,340,4673,12
F,100,1,1228,19571,12,147,1473,12
M,99,1,1449,179937,24,246,2955,12
M,92,1,999,63968,12,139,1798,12
F,17,0,33,575,6,4,14,3
F,98,1,420,25160,12,42,1713,24
M,36,1,1091,104488,24,523,6676,12
M,53,1,586,67193,12,199,5484,24
F,79,1,2398,53002,24,335,9783,24
F,82,1,2284,322554,12,456,9866,24
M,54,1,2600,319086,24,753,11543,12
M,96,1,2127,155024,12,255,4339,12
F,41,1,2096,73915,12,691,9306,12
F,19,0,118,1370,6,21,470,24
F,80,1,1891,13948,24,264,7261,24
F,55,1,1645,17993,24,608,12633,24
M,15,0,159,1063,12,24,164,6
M,72,1,2021,109380,12,282,4122,12
M,31,1,1917,244200,24,977,22543,24
M,74,1,2674,361393,24,454,5134,12
F,41,1,195,27186,12,64,1637,24
F,18,0,24,542,12,2,4,1
F,34,0,160,5704,3,78,84,1
F,81,1,2772,190088,12,471,5654,12
M,30,1,2632,228952,12,1289,30320,24
M,82,1,2530,224326,12,379,3643,12
F,59,1,2226,301569,24,823,21369,24
M,34,1,2142,136279,12,1199,26732,24
M,56,1,1321,44363,24,488,10779,24
F,55,1,377,9425,24,124,1538,12
F,81,1,1173,17352,24,164,3659,24
F,99,1,335,49050,24,70,1366,24
F,96,1,287,36586,24,40,1102,24
M,95,1,387,15424,12,61,743,12
M,30,0,200,17224,24,95,105,1
F,96,1,1883,251742,24,320,5423,24
M,99,1,2915,358633,12,466,13292,24
M,84,1,922,23088,12,184,1991,12
F,45,1,344,13559,12,113,2972,24
F,41,1,2635,350808,12,922,13280,12
M,67,1,826,7435,12,132,1387,12
M,77,1,1509,111400,12,271,7243,24
M,65,1,193,10541,24,30,833,24
M,40,0,326,20534,1,107,782,6
F,59,0,335,5713,3,133,291,3
M,68,1,1598,95536,24,175,5752,24
M,65,1,1555,78185,12,248,5224,24
M,10,0,113,1581,3,11,395,24
F,17,0,73,1277,12,8,226,24
M,29,0,41,353,1,19,61,3
M,65,1,1995,105955,24,199,8139,24
M,26,1,2177,156090,12,1153,25079,24
M,52,1,1060,133366,24,349,8649,24
M,30,0,94,7482,6,47,541,12
F,83,1,998,90270,24,219,1437,12
M,23,1,1577,55489,24,788,8515,12
M,16,0,30,231,6,3,4,1
F,80,1,1704,57593,12,306,6134,24
M,28,0,137,434,3,65,64,1
M,21,0,145,3314,3,63,226,3
F,91,0,389,5410,6,42,128,3
M,14,0,183,1169,24,22,437,12
F,65,0,236,9276,24,44,84,3
M,60,1,2380,326450,24,404,5712,24
M,47,0,75,6310,3,27,629,24
F,46,0,266,9996,1,93,2170,24
M,57,0,205,8171,3,77,71,1
F,65,1,1904,192858,12,266,7768,24
F,87,1,2835,224575,12,510,5443,12
M,92,0,21,1014,6,3,85,24
M,51,1,313,23667,12,118,1201,12
F,11,0,98,628,1,19,39,3
M,14,1,246,30897,12,38,361,12
M,60,1,794,22378,24,127,1429,12
F,17,1,654,28854,12,123,939,12
M,95,0,244,23201,24,43,34,1
M,36,0,40,3036,6,20,59,3
M,37,1,923,73283,12,489,5648,12
F,70,1,596,23585,24,95,1859,24
F,41,1,477,69245,12,157,4235,24
M,40,1,2379,261181,24,904,19983,24
F,74,1,1303,100027,24,195,3752,24
F,20,0,103,1377,1,52,630,12
F,86,1,1601,169484,12,192,2497,12
M,21,1,473,718,24,241,5335,24
M,41,1,2828,301335,12,876,23076,24
F,33,0,186,17529,24,94,2321,24
M,19,0,75,774,6,10,38,3
M,28,0,20,395,1,9,117,12
F,54,1,662,91821,24,185,5560,24
F,71,1,2370,174305,12,308,9669,24
M,80,1,1716,61432,24,240,8236,24
M,25,0,156,274,24,77,205,3
F,16,0,76,1163,3,9,117,12
F,29,1,2780,5269,24,1556,16012,12
F,86,1,1658,169982,24,165,2785,12
M,61,1,2067,61593,12,351,2976,12
F,66,1,988,45314,24,128,3556,24
M,14,0,75,1421,1,11,13,1
M,38,1,1562,113032,12,859,17244,24
M,63,1,1580,78574,24,221,4929,24
F,53,0,209,2094,6,75,376,6
M,76,1,902,21556,24,144,1407,12
M,80,1,713,32173,12,78,2737,24
F,96,1,2099,265854,12,230,2770,12
M,100,1,1730,81444,24,242,6643,24
F,44,1,484,65603,12,164,3252,24
M,44,1,480,7111,12,187,2246,12
M,19,1,2484,103853,24,464,11007,24
M,96,1,310,33704,24,68,781,12
M,51,0,348,26519,1,114,1294,12
F,19,0,116,1303,3,21,134,6
F,69,1,2920,170330,12,554,7708,24
F,49,1,2310,107835,24,785,18295,24
M,78,1,408,17810,12,61,587,12
F,84,1,1818,45882,12,181,2836,12
F,84,1,2324,228108,24,278,4740,12
M,53,0,225,14451,3,74,1025,12
M,60,1,1320,28597,24,237,1900,12
M,21,0,197,2384,3,96,1252,12
M,62,0,54,3494,6,6,64,6
M,52,1,1750,229604,24,664,7139,12
F,74,1,2257,15372,12,315,5145,12
F,95,1,1979,106416,24,356,7599,24
F,62,1,2281,234140,24,410,3010,12
F,93,1,2980,8213,12,327,7151,12
F,72,1,1978,231900,12,336,7595,24
F,11,1,1740,136589,24,304,2650,12
F,50,0,221,20549,12,72,981,12
M,36,0,74,4766,6,36,923,24
F,83,1,469,21450,12,70,1688,24
M,67,1,646,21925,24,116,2945,24
F,66,1,2147,122861,12,300,8759,24
M,83,1,2914,193116,24,378,5944,12
F,28,0,106,461,6,45,597,12
M,64,1,895,103965,12,89,1503,12
F,41,0,427,39298,24,132,999,6
F,96,1,1347,153801,24,202,4849,24
F,99,1,1060,53314,24,158,3307,24
M,25,0,130,1678,12,63,889,12
F,41,1,2380,266341,12,809,10281,12
M,93,1,2286,122584,24,388,7680,24
M,82,1,2785,24251,24,584,9357,24
F,35,0,69,2246,3,33,438,12
F,94,0,429,29092,3,72,47,1
M,73,0,339,18218,12,77,54,1
M,54,1,2047,239557,24,634,15229,24
F,29,0,148,584,24,75,781,12
M,17,0,200,1362,3,26,149,6
F,18,1,826,48459,12,135,2776,24
M,82,1,1290,72968,12,180,3096,24
M,25,0,149,2184,6,70,67,1
M,58,1,718,64628,12,222,6375,24
M,11,1,386,8989,12,56,1357,24
M,65,1,1008,123676,24,141,1451,12
M,55,0,68,822,3,21,146,6
M,27,1,2174,283016,12,1043,23479,24
F,12,1,1665,217200,24,271,3453,12
M,11,0,138,994,3,27,15,1
M,100,1,2410,62317,24,265,9832,24
M,78,1,1432,89855,12,186,1890,12
M,67,1,354,29304,12,84,1614,24
F,40,1,304,17548,24,106,1422,12
M,87,1,520,60750,12,77,1372,24
M,19,0,36,451,24,4,30,6
M,65,0,336,17019,1,57,100,3
M,57,1,2692,341380,12,1049,20674,24
M,35,0,61,774,3,31,644,24
F,61,1,1358,39402,12,176,5214,24
F,19,0,125,601,12,16,21,1
M,13,0,134,2585,6,24,100,6
F,29,1,677,23104,12,352,8123,24
F,34,1,2707,113763,12,1299,16566,12
F,92,1,700,67962,12,174,2016,24
F,20,1,1096,155191,12,613,14467,24
M,32,0,80,2125,12,38,518,12
M,70,0,78,6640,3,12,79,6
F,51,0,167,3025,24,48,340,6
F,97,1,330,46293,24,52,1425,24
M,44,0,84,2290,12,26,166,6
M,68,1,2432,354064,12,291,9338,24
M,63,1,1023,130730,24,225,2209,12
M,63,1,1741,89108,24,295,2715,12
F,73,1,1043,47791,24,177,2252,12
F,36,0,118,8843,12,61,722,12
F,73,1,553,45461,12,99,1128,12
M,36,1,1656,47335,12,943,10730,12
M,19,1,1053,97319,12,162,5016,24
F,92,1,1026,124801,24,112,1600,12
M,64,1,2377,118428,24,427,3708,12
F,58,0,444,28702,12,137,168,1
M,83,1,1273,125650,12,127,3971,24
F,65,1,410,33264,12,41,1672,24
F,28,0,90,113,1,48,1058,24
M,73,1,320,47411,24,47,652,12
F,47,1,1255,151016,12,464,9035,24
M,16,0,20,358,3,2,9,3
F,23,0,150,2469,1,74,79,1
M,49,1,966,16161,12,338,3477,12
M,11,0,190,1438,6,19,78,3
M,23,0,167,1993,1,85,901,12
M,96,1,584,55456,12,87,2663,24
M,55,1,2002,140815,24,680,13933,24
M,27,0,64,683,12,31,82,3
F,33,0,136,6721,24,63,66,1
M,40,0,358,15429,24,143,1589,12
F,47,1,756,75737,24,302,7801,24
M,30,0,76,734,24,38,120,3
F,63,1,683,64558,24,109,1393,12
F,24,1,2306,164406,12,1129,14666,12
F,47,0,105,9486,6,36,233,6
M,71,0,161,207,1,27,19,1
F,38,1,1122,63544,12,617,6597,12
F,74,0,312,29457,12,43,46,1
F,76,1,1315,10985,24,289,2051,12
M,33,0,148,894,1,73,435,6
F,41,0,191,3054,3,76,1512,24
M,88,0,480,22718,1,105,921,12
F,65,0,233,18757,12,27,391,12
M,13,0,72,776,1,7,169,12
F,83,1,2469,261125,24,345,4740,12
M,79,1,334,29165,12,50,801,24
F,65,1,1945,65363,24,291,3500,12
F,27,0,48,171,24,24,138,6
M,25,0,147,1694,24,73,917,12
F,81,1,801,42706,24,80,3075,24
M,80,1,804,90408,12,136,3666,24
F,93,1,1959,86909,24,352,3291,12
F,80,1,1435,160506,12,172,4477,24
F,68,1,2491,158588,12,249,4184,12
M,51,1,803,5251,12,273,6937,24
M,95,1,2077,212593,24,311,8474,24
F,90,1,1440,168410,12,215,7257,24
F,62,1,1810,156042,24,325,3475,12
F,70,1,1391,9310,12,236,3672,24
M,80,1,2735,181375,24,464,9189,24
F,27,1,2717,259255,12,1304,16628,12
F,98,1,1450,26690,24,174,4871,24
M,88,1,400,57285,12,59,1823,24
M,14,1,2741,288516,12,414,5882,12
M,40,1,1337,113175,24,467,11872,24
F,33,0,187,15292,12,91,87,1
M,46,1,907,123123,24,299,3591,12
F,84,1,1943,280425,12,291,6528,24
F,53,0,485,46960,6,174,989,6
M,83,1,789,7521,24,126,946,12
M,63,1,1674,58199,12,284,6829,24
M,20,1,1586,128011,12,713,18651,24
M,21,1,1050,26030,24,514,13103,24
F,45,1,2504,128764,24,776,10216,12
F,82,1,2645,107249,24,528,8887,24
M,28,1,421,53847,12,206,5759,24
M,69,1,1923,107641,12,307,3692,12
M,12,0,44,461,1,7,179,24
M,70,0,212,13377,24,48,25,1
M,76,0,358,11047,6,50,472,12
M,49,1,2832,286616,24,962,25148,24
M,77,1,1115,9541,12,178,2675,12
M,12,0,147,3271,12,27,91,6
M,88,1,1304,170478,24,169,3129,24
M,78,1,328,18816,24,55,669,12
M,31,1,545,36421,12,288,3466,12
M,52,1,1993,24355,24,837,7892,12
F,80,1,1065,22987,24,149,2428,12
F,100,1,1871,22408,24,318,8531,24
M,90,1,1330,187887,24,252,3830,24
M,24,1,2376,66012,12,1069,12545,12
M,13,0,179,1342,1,29,156,6
M,32,1,2559,68867,24,1381,15353,12
F,57,1,621,46996,12,217,2682,12
F,49,0,409,11797,1,159,2748,24
M,63,1,2579,165742,24,309,6189,12
M,27,0,128,870,1,65,67,1
F,45,0,106,10298,24,39,124,3
M,42,1,2548,233095,24,764,20791,24
M,91,1,862,128854,12,155,1655,12
M,64,1,1836,37870,24,348,3084,12
F,61,1,334,32103,12,53,681,12
F,53,1,793,34849,24,229,7041,24
M,98,1,1179,7517,12,176,2405,12
F,57,1,1737,72533,12,555,16675,24
M,46,1,1567,83265,12,485,12034,24
M,70,1,2142,87510,24,406,9767,24
F,83,1,1631,172796,12,244,1957,12
F,69,1,2599,54107,12,311,5301,12
F,83,1,2050,161826,24,307,8363,24
F,42,0,309,16487,3,101,2669,24
F,70,1,1924,109383,12,288,3232,12
F,11,1,2935,298914,24,557,13629,24
F,24,0,186,2230,3,100,278,3
F,33,1,1497,130654,24,673,19041,24
M,96,1,1249,100050,24,174,2248,12
F,86,1,1757,53481,24,281,5903,24
M,31,0,59,1558,1,27,792,24
M,22,1,278,34552,24,144,1567,12
F,28,0,165,232,24,82,1049,12
F,16,1,997,99353,24,184,1201,12
M,64,1,1010,127250,24,181,2908,24
M,72,1,2372,7020,24,379,4554,12
F,87,1,1269,78245,12,215,1827,12
M,45,1,1277,103075,12,434,9807,24
M,14,0,25,342,6,3,28,6
M,78,1,2696,166158,24,323,6470,12
M,59,0,360,2498,1,136,356,3
F,88,1,2783,115104,12,306,8015,24
M,12,1,1701,249115,12,300,2891,12
M,54,1,547,63221,12,202,3675,24
M,31,1,1213,148529,24,618,15138,24
F,73,1,2067,241955,24,351,9921,24
F,34,0,159,12335,1,66,1755,24
F,61,1,313,44106,12,50,1051,24
F,26,0,129,1627,3,61,410,6
F,42,1,2836,371236,24,935,26544,24
M,99,1,1140,66097,12,148,4377,24
M,12,0,74,1401,1,7,61,6
M,90,1,572,9519,24,97,2059,24
F,30,0,28,2115,3,14,90,6
M,100,1,578,82957,12,109,1040,12
F,70,1,1473,77960,24,279,3535,12
M,27,0,192,2777,3,92,299,3
F,37,0,82,5474,6,40,122,3
M,88,1,1311,185490,24,183,1730,12
F,86,1,2265,277088,24,339,10328,24
M,35,1,1989,143984,12,1133,24345,24
M,53,0,60,113,1,22,21,1
M,84,1,536,66558,12,96,1286,12
M,29,1,2984,22398,12,1551,37240,24
F,51,0,354,6593,12,116,764,6
F,17,0,77,137,1,8,15,1
M,18,0,131,1306,12,23,68,3
M,61,0,277,22137,1,33,432,12
F,90,1,1809,183683,24,361,6078,24
M,61,1,1647,231030,12,296,3557,12
F,21,1,2382,261671,24,1095,14291,12
F,53,0,366,1217,24,131,3250,24
F,97,1,755,108032,12,135,1177,12
M,64,1,1630,215313,12,260,3520,12
F,53,1,2017,216712,24,625,7503,12
F,29,0,63,685,3,31,710,24
F,47,0,114,2546,6,43,820,24
M,40,0,372,11848,24,137,2856,24
M,86,1,2622,305455,24,314,4404,12
F,27,1,1981,241736,24,1089,23296,24
M,19,0,148,1100,12,21,135,6
M,94,0,105,882,24,20,478,24
F,66,1,2644,152997,24,317,5076,12
M,28,1,2465,87829,24,1331,32537,24
F,15,0,95,288,1,18,206,12
F,70,1,2598,384989,12,467,6858,24
M,63,1,1669,123454,12,233,5607,24
M,83,1,744,81859,12,74,2321,24
M,76,1,666,76084,12,113,1198,12
F,93,1,2254,226544,24,428,4868,12
F,54,1,1835,19185,24,642,13652,24
M,93,1,1194,32681,12,214,4584,24
F,76,1,1956,191621,12,273,5163,24
F,96,1,1560,227180,12,296,8985,24
F,39,0,35,2024,3,18,230,12
M,55,1,419,37258,24,155,3519,24
M,37,1,592,58863,12,266,7530,24
M,35,0,31,999,12,16,52,3
F,61,1,299,38126,12,50,717,24
M,77,1,1869,142871,12,186,2691,12
F,62,0,491,47522,6,73,73,1
F,57,1,2805,340925,24,1037,24235,24
M,32,0,180,16793,6,98,259,3
M,95,1,606,72077,24,78,1890,24
M,85,1,693,94294,24,117,2827,24
F,96,1,483,20135,24,86,985,12
F,15,0,161,535,24,20,101,6
M,91,1,2834,159707,24,453,5441,12
M,83,1,2303,241127,12,437,3869,12
M,42,1,2549,182979,12,994,23246,24
F,95,0,311,2835,12,46,205,6
F,57,1,2466,39622,12,937,8877,12
M,47,1,609,86978,12,182,5115,24
M,81,0,244,14352,24,48,278,6
F,35,0,195,15667,6,97,298,3
F,70,1,2359,247618,12,283,6793,24
F,92,1,2149,282859,12,343,3352,12
F,29,0,24,37,6,12,37,3
F,76,0,339,20526,3,50,1545,24
F,88,1,2296,82850,12,390,4683,12
M,74,1,1920,268321,12,326,7833,24
F,34,1,500,74607,12,244,6119,24
M,75,0,448,38535,1,76,1505,24
F,37,0,24,1571,12,12,305,24
F,45,0,310,12966,6,111,2827,24
F,63,1,2317,176772,12,463,3892,12
M,74,1,1679,221100,12,201,2216,12
M,89,1,1852,82161,12,240,3111,12
M,74,1,1152,20132,12,207,3317,24
F,34,0,69,4672,6,32,36,1
F,92,1,678,100662,12,81,976,12
M,28,1,854,67078,24,512,11272,24
F,45,1,1768,215459,24,760,15699,24
F,53,0,70,5698,6,21,159,6
M,82,1,1507,114017,24,226,3616,12
F,59,0,450,16749,1,170,3887,24
M,85,1,1756,140010,12,245,4214,24
F,91,1,421,6947,24,109,757,12
M,37,0,141,2272,1,67,215,3
F,98,1,2387,259394,24,453,6874,24
M,100,1,2628,138094,12,315,3153,12
F,37,1,391,5619,24,218,4691,24
F,26,1,1443,213110,24,678,7965,12
M,94,1,1976,247206,12,237,3556,12
M,20,0,105,1855,3,51,321,6
F,66,0,36,1446,6,6,64,12
M,13,1,900,10759,12,129,1139,12
M,48,1,631,93959,12,233,2725,12
F,41,0,484,21244,1,183,2032,12
F,29,0,106,2286,12,49,51,1
F,85,1,2864,206880,12,458,6186,12
F,58,1,396,13254,24,154,1663,12
M,88,1,1525,110665,24,274,2196,12
F,30,1,223,7282,12,115,1391,12
F,89,1,373,1408,24,44,581,12
F,65,1,911,87228,24,100,1639,12
M,89,1,2701,266203,12,459,9075,24
F,33,1,884,29423,12,433,5410,12
M,61,0,341,9782,6,37,143,3
M,25,1,264,24605,12,142,1457,12
M,46,0,369,26519,12,129,121,1
F,54,1,2832,198418,12,1076,23788,24
M,18,1,815,12191,12,147,1382,12
F,20,0,48,801,1,23,253,12
F,68,1,1494,42233,12,328,5019,24
F,94,1,505,55604,12,75,1939,24
F,52,1,2650,374494,24,821,13355,12
M,80,1,1292,35134,12,193,4031,24
F,52,0,230,19057,1,59,482,6
M,95,1,1515,212420,12,272,2726,12
M,100,1,2820,235085,12,394,5075,12
M,65,1,1851,34378,24,240,3553,12
M,63,1,2436,114376,24,414,8769,24
F,86,0,73,4561,12,13,30,3
F,79,1,1415,102668,12,212,2546,12
F,39,0,41,2230,1,24,125,6
F,18,1,2736,250580,24,461,10957,24
F,80,1,2532,326371,24,430,4253,12
F,90,1,1568,155824,12,282,7150,24
M,25,1,262,20156,12,146,3143,24
M,33,1,2419,36295,24,1209,13062,12
F,67,1,1251,62957,12,137,4803,24
M,52,1,526,69417,24,199,2398,12
F,45,0,335,5175,6,127,120,1
M,77,1,2022,213023,24,323,5338,24
M,87,1,1679,179847,12,201,5641,24
F,81,1,2168,86192,24,281,8325,24
F,38,0,111,1931,6,55,372,6
M,66,0,117,9391,12,15,21,1
F,12,1,2312,61126,24,340,3511,12
F,61,0,306,15481,1,39,52,1
F,74,1,1672,247064,24,317,4815,24
F,29,1,2962,331284,12,1451,31989,24
F,31,1,2717,244901,24,1331,33908,24
M,90,1,2236,101866,24,268,6439,24
M,92,1,2900,231759,24,405,6263,12
M,37,0,111,5308,6,54,692,12
F,81,1,1120,72771,24,167,2553,12
F,76,1,2512,368889,12,376,7837,24
M,74,1,952,84102,12,142,2513,24
M,10,1,1137,67865,12,195,3152,24
M,54,1,2151,85370,12,795,9034,12
F,41,0,81,3285,12,30,641,24
F,11,0,175,1700,6,33,377,12
F,55,1,324,2532,12,126,1321,12
M,62,1,2657,374187,24,425,9565,24
M,31,1,2306,155400,12,1199,26565,24
M,74,1,1051,95062,12,157,3531,24
F,46,0,172,9188,24,73,1486,24
F,72,1,2989,42602,24,478,12195,24
F,84,1,2265,97605,24,407,9241,24
M,57,0,254,24883,3,78,2072,24
M,27,1,2864,91269,12,1288,34367,24
F,79,1,808,88340,12,137,1939,12
M,97,1,284,27564,12,42,579,12
M,72,1,1143,22051,12,160,3840,24
F,68,1,2605,358986,12,312,5001,12
M,73,1,253,30451,24,55,546,12
M,38,1,2170,217289,24,1215,24998,24
M,31,1,330,37411,24,161,2098,12
M,51,0,71,4055,24,23,630,24
F,60,0,234,11093,12,39,365,12
F,81,0,437,33604,6,56,393,6
M,81,1,2679,201303,24,509,10930,24
M,73,1,2171,118786,24,347,8336,24
F,78,1,2259,149715,24,271,9216,24
F,83,1,331,27324,12,46,635,12
M,15,1,369,21426,24,42,1223,24
F,26,0,97,2024,3,48,44,1
M,90,1,1572,35119,24,172,7922,24
M,71,1,1285,130856,24,231,4934,24
F,88,1,1500,197319,24,299,6119,24
F,56,1,708,50756,12,269,2633,12
F,24,0,44,206,12,23,116,6
F,31,1,1667,11345,12,866,21604,24
F,89,1,2610,288435,24,365,10648,24
M,37,1,629,78979,12,301,7246,24
F,41,0,63,5530,12,24,117,6
F,13,1,1574,228579,12,252,5013,24
M,38,0,166,5681,1,87,1912,24
F,67,0,82,7392,24,11,9,1
M,11,0,32,548,1,5,126,24
M,75,1,2160,272720,12,345,3628,12
F,45,0,52,1104,1,19,449,24
F,52,1,817,18860,24,277,6078,24
F,64,0,109,10366,6,18,42,3
M,90,1,390,44973,12,62,1403,24
F,69,1,2053,258232,12,349,7390,24
M,52,0,345,8545,12,144,351,3
M,76,0,284,23591,6,45,119,3
M,65,1,1820,123888,12,200,6115,24
F,41,0,366,10780,24,135,1449,12
F,77,1,1624,4322,24,259,5456,24
F,66,1,1905,177991,12,209,2743,12
F,86,1,2219,46039,12,355,6390,12
M,81,1,539,54840,12,86,1358,12
M,31,0,58,3952,12,31,85,3
F,44,0,390,22154,6,136,3369,24
F,27,0,25,524,12,12,245,24
M,30,1,1600,237313,12,783,9983,12
M,55,1,2614,26822,12,1045,20702,24
M,54,1,974,135113,24,331,7480,24
F,95,1,904,113439,12,117,2169,12
F,97,1,288,35127,12,54,518,12
F,52,1,229,3923,12,87,934,12
M,44,0,43,511,24,15,95,6
F,14,1,1023,15748,24,115,1532,12
F,68,0,487,43184,3,68,107,1
F,32,0,84,6571,12,43,42,1
M,78,0,101,365,3,19,218,12
F,78,1,458,24664,12,87,714,12
M,77,1,2043,243671,12,306,6374,24
F,28,1,2776,139184,12,1304,17988,12
F,51,1,1715,74608,12,583,6379,12
M,11,0,37,96,12,6,127,24
F,67,1,1193,152860,24,214,2720,12
F,40,1,274,20128,24,101,2301,24
M,63,1,1420,210992,24,283,5111,24
M,53,1,363,53316,12,123,2962,24
M,57,1,1518,92269,24,500,13844,24
M,84,1,1042,54077,24,197,3501,24
M,80,1,2073,149850,24,331,8955,24
M,38,1,2802,151808,24,1288,17820,12
M,66,1,363,12286,24,50,696,12
M,63,0,38,1079,12,6,91,12
F,25,0,160,2644,1,86,230,3
M,43,1,565,44446,24,209,2305,12
M,96,1,2304,246399,12,368,4700,12
F,26,0,112,2644,24,58,53,1
M,88,1,2378,38132,24,451,6277,24
F,79,1,899,123076,24,134,4099,24
F,47,1,335,44551,12,127,1366,12
F,70,0,344,4374,1,34,37,1
M,82,1,2634,335101,12,579,13907,24
F,13,1,436,50745,24,62,1966,24
M,97,1,605,44773,12,84,1016,12
F,23,0,145,2036,24,68,68,1
M,79,0,240,8090,1,43,748,24
F,83,1,551,65892,24,82,1190,12
F,50,0,439,38667,3,162,763,6
F,68,1,2204,256568,24,220,6347,24
M,36,1,842,54288,24,404,5254,12
M,76,0,469,30489,3,51,239,3
F,53,0,326,26118,1,117,2581,24
M,66,1,857,114077,12,214,1336,12
F,43,0,310,12529,12,117,96,1
F,26,0,143,1290,12,70,1510,24
M,39,1,1535,72393,24,690,8104,12
F,11,0,174,732,12,21,31,1
F,19,1,2266,258034,24,280,3202,12
F,31,0,171,4668,12,83,2051,24
M,97,1,810,101390,24,105,1457,12
F,46,1,1443,24830,12,505,6753,12
M,43,1,2486,51265,24,969,21479,24
F,85,1,1660,24725,24,248,6374,24
M,30,1,576,39842,12,293,3317,12
F,16,0,118,1608,6,18,36,3
M,25,1,2495,66298,24,1272,29939,24
F,31,0,23,482,24,11,70,6
F,45,0,141,9629,3,45,279,6
F,93,1,431,53479,12,64,827,12
F,40,1,1252,83756,24,438,12620,24
F,96,1,2594,388274,12,492,10583,24
F,27,0,120,527,12,64,1555,24
F,23,0,179,3094,1,96,268,3
F,39,0,155,1908,3,82,241,3
M,17,0,20,264,3,3,11,3
M,71,1,2911,390157,24,349,5239,12
F,21,0,187,3711,3,91,549,6
M,22,1,363,34301,12,170,2221,12
F,92,0,436,21770,6,78,575,12
F,91,1,2797,66426,12,335,5034,12
F,39,0,63,5063,12,28,30,1
F,31,0,106,10237,24,54,1170,24
F,92,1,917,97455,24,128,1650,12
F,73,1,1515,41841,24,181,2908,12
F,26,1,412,56821,12,205,2719,12
F,15,0,29,365,6,5,25,6
M,100,1,1848,252399,12,203,5322,24
M,18,0,108,1305,24,14,21,1
M,94,1,2272,148776,12,386,9269,24
M,19,0,63,1390,3,8,10,1
M,41,1,2229,20425,24,690,10699,12
M,93,1,714,4497,24,85,2570,24
M,44,1,1890,7301,12,566,7937,12
M,40,1,1047,127742,24,376,8040,24
F,21,0,50,1182,3,25,68,3
F,43,1,751,34320,12,247,3154,12
M,61,0,63,1684,6,8,98,12
M,30,0,61,285,12,31,95,3
F,26,0,116,596,3,57,55,1
M,59,1,1999,176144,12,619,17751,24
F,98,1,2749,244299,12,467,4288,12
F,32,1,1018,7467,12,478,11727,24
M,78,1,262,25648,12,44,691,24
M,29,0,141,3226,12,71,473,6
M,88,1,712,50368,24,92,1196,12
F,58,0,99,6506,1,36,712,24
F,30,0,143,4502,6,62,68,1
F,29,0,135,495,6,70,72,1
F,62,1,357,5922,24,49,1542,24
F,68,1,2594,291589,24,337,5291,12
F,41,0,444,12573,24,159,3836,24
M,21,1,480,68731,12,263,2649,12
M,61,0,30,1033,3,4,12,3
F,93,1,2409,332392,24,313,7516,24
