gender,age,job,monthly_income,assets,deposit_months,deposit_amount,saving_amount,saving_months
M,37,0,234,38951,24,2640,89,18
M,44,1,2378,392014,24,24024,1047,30
M,23,0,376,239159,12,1728,175,1
M,44,1,2069,365181,24,20352,885,12
M,26,0,167,131232,12,660,57,24
M,62,1,2337,1210031,12,13680,755,30
M,48,1,1854,143757,30,21930,685,30
F,38,1,2083,1977395,24,22920,703,30
F,43,1,2272,558340,12,9960,817,12
F,57,0,166,121004,1,77,70,6
M,62,1,2565,1056528,30,26580,799,18
F,30,0,477,258364,1,229,145,12
M,40,0,320,84567,3,291,130,18
M,37,1,285,177977,30,3540,100,18
M,54,1,1635,706733,24,18504,720,12
M,45,0,357,201558,6,738,147,6
F,34,0,122,93846,18,1026,52,3
F,45,0,49,4229,18,342,22,24
M,58,1,794,132808,24,8256,268,30
F,19,0,408,114862,24,4584,138,12
F,42,1,754,280481,18,6444,355,30
M,58,0,312,225957,24,2880,122,1
F,23,1,672,103324,24,5928,299,24
F,28,0,573,560159,18,3654,223,24
F,55,0,271,75807,1,111,119,3
M,23,0,205,56300,18,1170,101,3
F,62,1,2389,1252574,18,14130,1060,18
F,28,0,225,16942,18,1314,102,6
M,31,0,168,76677,12,624,51,12
F,19,0,485,56201,1,169,201,3
F,57,1,2015,873449,18,15300,943,12
M,20,0,228,157545,24,1968,100,12
M,52,1,506,499791,18,2808,166,30
F,50,0,169,62716,18,1278,53,1
M,41,0,25,3020,24,288,9,12
F,36,0,665,255861,24,5424,243,6
M,35,0,419,39227,6,1110,148,24
M,41,1,2471,2462997,18,14472,987,30
M,62,1,1365,793253,12,6912,521,12
F,52,1,558,484575,24,4128,222,30
F,18,0,349,239671,1,127,106,18
M,53,1,1644,113884,18,13122,509,30
M,42,0,26,13338,3,33,10,3
F,62,1,1160,881701,30,13770,472,18
M,60,1,495,453324,12,2616,197,30
M,51,1,631,343590,18,3726,283,18
M,42,1,1463,1051970,24,16104,670,30
F,33,0,600,219967,12,2328,277,3
F,51,1,1694,536140,12,9276,699,30
M,46,1,1036,622881,24,8136,367,12
M,36,0,364,270067,6,678,167,18
F,40,0,302,175872,18,2034,120,24
F,36,1,1531,246802,12,6576,664,18
M,42,1,1252,492895,24,9744,542,18
M,33,0,131,119154,1,54,50,1
M,26,0,219,19235,12,876,104,12
F,18,0,564,208314,18,4770,221,3
M,59,1,1622,1407679,24,17400,781,18
F,36,0,142,114429,24,1632,63,1
M,50,1,365,61884,12,1392,174,24
M,51,1,2095,1975899,18,12888,991,30
M,33,0,392,59276,12,2100,132,18
F,61,1,2490,1377407,24,29088,838,30
F,57,0,162,106622,6,438,76,3
M,35,0,395,257326,1,183,144,24
M,51,1,2497,1512566,18,15102,965,18
M,42,1,224,38098,24,2328,93,18
F,62,1,936,826491,24,9984,360,30
M,23,0,363,8882,24,984,67,18
M,38,1,1112,637220,18,7092,339,12
F,23,0,564,505685,18,4014,186,12
F,49,1,1172,169883,18,7794,456,18
M,58,0,584,513199,24,5184,194,18
F,60,1,1876,479947,12,9360,849,12
F,56,1,2437,1382981,30,27720,833,30
F,48,0,505,429772,18,4194,251,6
F,59,1,1193,224394,30,15570,397,30
F,27,0,49,17764,12,180,16,18
F,47,0,624,14214,6,498,64,18
F,35,1,371,161092,30,3750,154,18
F,41,1,1618,1204057,18,13086,639,12
M,26,0,344,7374,1,34,48,6
M,48,1,827,172856,18,5778,332,24
F,32,0,271,122640,3,327,81,18
F,21,1,395,383911,18,3186,180,24
M,57,1,1884,300972,24,14784,913,18
M,26,0,472,98366,24,5112,176,3
M,62,1,2965,684062,12,13056,1174,18
M,26,0,83,51935,6,228,28,18
M,43,1,261,234319,24,2952,108,24
F,21,0,239,54246,6,582,88,24
F,34,0,241,12907,18,2034,76,3
M,33,0,260,185308,18,1422,122,1
F,32,1,2552,1826383,12,10032,1187,12
M,52,1,208,138078,24,2064,67,12
M,22,0,353,104628,18,2268,171,6
F,22,0,440,320719,18,2610,211,12
F,37,1,521,395763,30,4740,248,30
F,32,1,876,401058,18,7272,391,12
F,35,0,436,149383,24,4296,192,18
M,64,1,968,395016,30,14220,314,30
F,19,0,425,213179,3,420,151,24
M,46,0,96,51392,1,32,29,6
F,30,0,97,92993,24,1008,33,3
F,21,0,368,198434,18,2862,130,24
M,59,1,888,142757,24,9504,274,30
M,62,1,2325,694359,18,15120,787,24
M,27,0,188,27284,6,486,73,6
F,48,0,128,82635,24,1512,41,12
M,58,1,1741,1487091,30,21030,561,30
F,25,1,1703,566603,24,14856,713,18
M,20,0,274,256154,1,119,130,18
M,63,1,2423,1631772,18,13842,1175,18
F,26,1,1104,250707,24,10872,393,24
F,47,1,1903,1144087,24,16272,940,18
M,28,0,544,469110,3,777,180,18
M,52,1,460,398881,18,3672,147,12
F,54,1,1034,166311,24,7560,393,30
F,59,1,203,180830,18,1638,72,24
M,30,1,231,225230,18,1584,99,30
M,53,0,447,103601,24,3648,219,24
F,30,1,610,589604,18,3762,234,18
M,29,1,714,203292,30,10290,248,18
M,54,1,1316,622904,30,16560,474,12
F,27,1,2133,1924991,24,15648,706,24
M,26,0,475,266201,18,3798,145,6
F,24,0,243,55158,12,996,97,3
F,19,0,219,47242,18,1548,102,3
M,40,1,1512,527894,24,16200,639,30
F,56,1,1714,640914,30,23880,519,18
F,57,0,567,295825,18,3780,212,1
F,56,1,408,407011,18,3024,159,24
M,38,0,501,231640,24,4416,208,18
M,40,1,1909,976687,30,26250,818,24
M,46,1,1135,154600,18,8892,427,30
F,31,0,326,112755,3,330,150,6
F,43,1,1028,782868,24,9000,325,18
M,22,0,62,56406,18,486,23,18
M,48,0,192,168397,12,732,88,1
F,42,0,520,360952,18,4176,218,6
M,48,1,2056,729076,24,17448,824,12
F,37,0,552,482746,3,627,236,12
M,61,1,1125,33849,30,14460,544,30
M,34,0,487,252485,18,3888,169,18
M,62,0,695,682514,24,6624,213,24
M,19,0,220,198444,3,267,94,12
F,42,1,2849,2599763,18,22122,1012,12
M,30,0,479,302926,24,4680,164,6
F,56,1,1867,1373525,24,15960,569,24
F,45,0,659,58150,18,5886,223,1
M,59,1,602,406976,18,4482,200,12
F,23,0,127,12182,3,159,57,3
F,20,0,458,102692,24,3720,150,24
M,52,1,2321,2188719,24,20040,759,12
M,35,1,848,103408,18,4608,343,18
M,28,0,372,137215,6,720,141,18
M,37,1,1875,1468599,12,7368,732,30
M,22,0,620,3604,1,89,85,6
M,36,1,2081,740418,30,19590,1033,18
F,39,0,378,181551,24,3648,146,6
F,36,1,2238,666554,24,17856,1003,18
M,64,1,821,405343,12,4428,349,30
F,33,0,396,63622,24,3336,170,1
F,41,0,379,375980,3,396,150,12
F,58,0,376,160230,6,816,144,24
M,21,0,206,191061,6,516,69,18
M,32,0,683,523116,3,822,248,12
M,42,1,2265,779528,18,15642,944,30
M,61,1,686,655147,24,5808,286,24
F,52,1,1886,368145,30,17970,620,24
M,31,1,974,887051,18,7650,294,30
M,36,0,112,34948,3,114,35,3
M,55,1,1361,751390,24,12072,671,30
F,53,0,42,15297,1,18,15,6
F,24,0,616,165022,24,4584,293,18
F,47,1,1158,792632,12,4956,477,24
M,36,0,42,6475,3,54,15,1
M,42,1,2832,979934,30,26670,1043,18
F,33,1,1137,1024662,24,10728,360,12
F,64,1,1947,725792,30,20220,701,18
F,57,1,1648,435067,18,13230,521,12
M,25,0,536,496648,6,1062,206,3
M,35,0,311,88257,12,1584,94,3
F,45,0,283,181998,18,2034,110,1
F,33,1,562,255495,24,4368,249,12
F,36,0,628,374571,6,1818,221,24
M,59,1,1075,554384,12,5316,526,12
M,34,0,282,256079,6,522,86,12
F,62,1,327,133291,30,4470,102,18
F,30,1,533,13648,24,1632,74,24
M,24,1,294,215869,12,1248,103,18
F,44,1,2392,1620933,30,29970,868,18
M,27,0,102,93081,3,126,42,6
M,51,1,275,252268,12,1176,88,12
F,53,1,1773,1126804,30,22860,826,30
M,42,0,628,32780,24,5904,301,24
M,23,0,249,202214,3,228,104,3
M,41,0,110,67513,18,810,52,12
M,35,0,84,19129,3,78,27,18
M,40,1,1754,1471202,30,16950,578,18
M,23,0,613,118988,1,244,272,3
F,46,1,2490,2282575,30,34680,1081,30
M,42,1,2869,1841938,12,11304,1005,18
M,34,1,1952,248217,24,22848,754,24
M,63,1,2621,2088384,18,21384,1207,18
M,41,1,2759,614430,12,15876,1025,24
M,28,0,65,59855,12,264,30,12
F,43,0,466,207158,24,4320,143,3
M,51,1,2844,1894290,12,10248,867,24
M,45,0,89,42066,6,240,27,3
F,20,0,433,222133,12,2076,207,3
M,28,0,300,170224,18,2304,101,12
F,55,1,371,287813,18,2106,150,12
F,31,0,284,152828,6,618,117,3
M,43,0,403,362097,1,163,161,3
F,38,1,383,273994,18,2844,168,30
F,56,1,2965,2508528,24,30360,1291,12
M,47,1,2470,432509,24,18048,1037,12
M,25,0,559,332320,1,250,199,3
F,37,0,526,472873,12,2040,165,6
F,49,0,290,30158,3,294,130,1
M,39,1,1639,892843,30,21420,632,30
M,24,0,376,325735,1,158,169,24
M,26,1,2954,1713045,18,19530,1274,30
M,62,1,868,234233,30,12990,325,18
M,18,0,37,35084,6,72,14,1
F,46,1,1974,1942307,12,9192,966,12
F,25,0,375,202535,3,516,127,18
F,21,0,534,291043,18,4050,163,18
F,52,1,653,492962,30,8460,224,12
M,20,0,284,214757,3,297,109,24
F,62,1,202,58498,30,2700,63,18
F,57,1,1911,587719,18,12942,812,24
F,24,1,844,3427,18,1962,88,30
M,44,1,1847,628353,24,20328,677,12
M,18,0,411,406904,24,3840,145,12
M,44,1,2152,228270,12,10968,820,12
M,33,1,1618,1235657,24,15432,801,18
F,55,0,529,396827,6,1338,236,1
F,24,0,560,371608,18,3726,208,18
F,61,1,1064,235725,30,13110,482,24
F,40,1,1326,320390,30,17610,474,24
F,58,1,1730,1465327,24,19896,828,24
F,28,0,682,343351,12,3564,233,18
F,59,1,2867,294053,30,27510,1077,30
F,50,1,212,21751,18,1170,86,12
M,53,1,2442,2007325,18,16236,1079,30
F,54,0,614,114542,12,2652,210,24
F,58,0,312,19601,18,1944,122,18
M,34,1,916,889888,24,8328,381,30
F,52,0,297,149027,6,810,129,3
F,22,0,511,250722,18,3276,242,1
M,49,1,614,293617,18,5184,251,18
M,20,0,612,505634,24,6168,252,12
F,64,1,1124,214143,24,12768,530,12
M,52,1,1969,338540,30,23460,953,24
M,31,0,282,152680,1,138,88,6
M,48,1,576,348045,30,6510,244,24
M,48,1,2908,240081,30,40080,1134,12
F,34,1,2060,904380,12,11352,771,12
M,41,0,275,78128,24,2736,119,1
M,40,0,521,196090,18,3312,229,24
F,35,1,1448,893773,18,10602,628,18
M,31,1,1384,654658,18,10440,649,30
M,32,0,534,472059,1,216,171,6
M,32,0,572,571338,6,1392,205,24
F,23,0,319,130052,24,3528,146,24
M,44,0,594,471807,18,3474,206,24
M,32,1,1293,436606,18,11214,607,12
M,53,1,2514,2085749,30,32850,1100,30
M,25,0,524,22537,18,4158,222,3
M,32,1,1898,488297,30,17940,667,24
M,20,0,659,303312,12,2568,256,24
F,64,1,1177,514385,18,7164,395,18
M,30,0,529,149422,6,1194,228,6
F,58,1,1789,1018826,30,21840,764,18
F,51,1,2367,1957881,24,27576,1162,18
F,41,0,146,68984,1,49,56,3
F,57,1,2077,1369775,24,19224,838,12
M,49,1,2010,437019,24,22824,902,12
M,49,1,2435,1339179,24,18312,1095,18
M,47,0,594,359491,6,1284,188,1
M,30,0,303,185708,3,300,108,3
M,18,0,328,255514,1,154,111,3
M,51,0,187,23586,18,1062,86,12
F,32,1,2940,1220300,18,20358,885,24
M,61,1,1381,1342660,30,12420,539,24
M,31,1,522,299808,30,7260,222,18
F,46,1,819,260373,30,10650,341,18
M,51,0,354,14308,12,1992,130,3
F,35,1,527,229986,24,4584,229,24
M,24,0,675,268055,12,2424,326,3
M,46,1,602,301331,30,6480,234,30
F,48,1,2994,2189149,12,14208,1457,12
M,42,0,201,83866,6,576,99,6
M,55,1,2918,5630,12,5436,545,12
F,31,1,1691,392570,30,17490,612,24
M,25,0,432,402525,3,477,179,6
M,44,0,74,58390,3,87,35,24
M,19,0,186,131298,18,1602,67,12
M,34,1,2998,488575,12,15912,1126,18
F,54,1,2922,1889366,24,29184,1012,30
F,31,0,565,175302,3,729,197,6
F,42,1,1872,1464800,18,13986,641,24
F,47,0,461,82257,3,573,165,3
F,46,0,422,83296,18,3348,134,24
M,37,1,2798,2182353,12,14088,1262,18
M,38,0,360,179822,1,160,120,18
F,39,0,178,155699,18,1296,71,24
F,52,1,1058,335703,24,10272,456,12
M,54,1,2385,1152078,30,27000,786,30
F,33,1,953,350608,30,13200,416,18
F,60,0,153,144237,18,1296,72,1
M,34,0,436,215683,1,182,157,1
M,33,1,1319,1130507,30,14580,439,30
F,19,0,681,59843,12,2616,307,24
F,21,0,527,8356,6,444,72,18
M,38,0,407,98591,12,1836,175,3
F,56,1,2188,975818,30,23460,891,24
F,51,1,2086,1136358,12,12276,781,18
M,47,0,262,88702,18,1926,115,1
F,23,0,285,70331,24,2904,97,6
F,34,1,1128,439040,18,7830,353,30
F,56,0,35,17763,6,72,15,6
M,42,1,1557,836754,12,7632,504,30
M,22,0,155,139914,12,648,70,6
M,22,0,288,87953,6,690,143,3
F,37,1,2416,2397107,30,30600,1149,30
F,33,0,113,77990,6,204,46,1
F,58,0,257,182153,12,1260,127,6
M,54,1,2640,596836,24,24288,1107,12
F,57,1,405,380340,18,2304,128,18
M,26,0,149,29435,18,1044,44,24
F,22,0,137,135074,24,1536,60,1
F,59,1,2071,1631563,30,27450,687,18
M,19,0,46,44618,18,270,16,3
F,26,0,267,213288,6,624,85,1
F,60,1,2816,10897,24,9000,507,24
M,53,1,2553,310702,12,15024,774,30
F,39,0,458,207161,24,5424,215,1
F,39,0,464,338964,6,894,162,3
F,39,0,575,147304,6,1410,233,1
F,51,1,1279,1012918,30,15360,457,12
M,46,0,417,121117,3,378,161,18
F,55,1,2027,121876,18,13392,631,18
M,63,1,752,381920,24,8904,282,24
F,50,1,732,688286,24,7080,223,18
F,35,0,690,529537,3,651,215,1
F,24,0,490,71510,18,4248,155,18
M,18,0,55,3475,1,27,20,18
F,50,1,2182,409329,12,12168,677,24
F,18,0,409,119678,3,600,183,1
M,41,0,476,90234,18,3690,210,1
M,21,0,51,4547,1,16,16,18
F,21,0,616,76873,1,296,231,12
M,35,1,911,792315,30,12990,315,24
M,44,1,2415,1658914,12,10692,865,30
F,60,1,798,388195,18,7146,268,30
M,49,0,362,26210,3,432,108,1
F,50,0,617,62337,12,2916,226,6
M,45,0,456,362413,24,4272,139,3
M,59,1,269,247685,12,1584,93,18
F,58,1,2221,327661,18,14886,826,24
F,53,1,1757,687764,18,13590,691,18
F,23,1,2502,420842,24,27024,892,12
M,33,0,417,52302,12,1752,192,6
F,51,1,291,184999,18,1800,123,12
F,40,0,289,80175,24,3240,139,6
F,59,1,1174,576824,24,10848,390,12
M,41,0,372,36047,3,450,152,1
F,30,0,531,421844,18,3456,262,18
F,35,0,291,167251,24,2160,89,6
M,30,0,449,165785,6,1122,190,3
F,54,1,2217,1937915,12,11184,1104,30
F,60,1,825,736006,30,10620,397,18
F,56,1,405,225758,12,1536,133,18
F,59,1,2114,159795,30,23700,826,30
M,34,0,228,108913,24,2568,103,6
F,32,0,69,2792,3,87,31,3
F,35,0,287,140280,24,2616,142,12
F,40,0,315,48991,18,2340,141,24
F,47,1,297,40796,24,3072,96,30
F,51,1,2162,469184,18,18432,832,18
M,21,0,314,276192,18,2016,156,6
F,20,0,47,19372,18,270,15,6
F,24,1,999,418782,30,13320,426,30
F,35,1,779,365203,18,4284,277,18
M,59,1,2634,1166949,24,19128,929,18
F,24,0,504,432408,24,5760,151,3
M,57,1,2164,670458,18,12510,683,18
F,23,0,576,237398,1,249,239,24
F,39,0,217,23734,12,840,71,18
M,18,0,273,230884,3,351,101,1
F,21,0,317,88013,18,1764,121,12
F,63,1,1299,1015348,30,13680,605,24
M,60,1,2905,1119954,12,10692,1348,24
F,46,1,961,464486,18,5796,302,30
F,38,0,210,180435,1,100,91,18
F,43,0,623,296300,6,1194,224,12
M,31,0,303,154452,3,423,129,6
M,26,0,513,199639,1,223,200,6
F,64,1,1055,48564,24,10080,343,12
F,29,0,324,299088,6,876,143,18
M,59,1,2406,2030176,18,19332,886,30
F,23,0,218,174913,18,1530,106,12
F,37,0,575,429841,24,6360,201,24
M,41,1,595,303098,30,6300,229,12
M,44,1,243,142836,18,1350,110,24
M,55,1,2415,741423,24,20208,1136,30
F,25,0,605,99386,12,3060,252,1
F,18,0,20,16801,12,108,9,6
M,41,1,1125,136238,12,5448,385,24
F,64,1,331,205853,30,3300,132,18
F,24,0,251,136730,1,125,84,1
F,36,1,2000,1121966,18,15606,887,12
F,39,0,126,75469,6,312,44,18
M,52,1,765,291163,24,5568,250,30
F,47,0,135,79564,24,1392,58,24
M,46,0,430,390081,1,201,199,3
F,39,1,2246,1167489,30,28500,837,12
M,28,0,677,485665,1,324,293,24
M,37,1,1396,458877,24,14832,557,24
F,46,1,441,245049,30,5790,192,24
M,58,1,2259,845995,24,18312,1067,12
F,59,1,583,82247,24,4344,226,12
F,51,0,391,375229,1,122,123,18
M,18,0,476,40973,3,552,215,18
M,48,1,747,636875,24,8568,330,18
M,47,0,171,148931,6,408,81,6
M,35,0,470,45521,18,3798,223,1
F,34,1,636,204607,24,7272,302,24
F,55,1,1346,969550,24,14400,531,12
M,31,0,32,23966,18,234,9,3
M,40,1,656,177503,18,5328,323,24
M,42,1,619,494247,12,2352,276,12
F,32,0,86,85715,12,432,37,1
M,63,1,2438,1095288,30,36120,864,18
F,39,0,157,44559,24,1656,54,24
F,20,0,658,462193,1,214,237,1
M,36,0,412,364405,18,3024,184,12
F,61,0,542,448385,3,564,177,6
F,51,1,2822,1068790,18,18918,1187,18
F,52,1,875,109164,12,3936,411,18
M,18,0,297,34696,18,1728,124,24
M,38,0,248,31407,24,2616,106,1
F,46,1,216,33966,18,1908,107,30
M,23,0,530,173229,1,184,234,12
F,54,1,2566,1482721,30,25080,992,12
M,18,0,626,412175,12,2340,204,24
F,18,0,659,98734,18,3816,313,24
M,44,1,658,311599,12,2592,294,30
M,38,0,533,37319,6,1398,264,3
F,33,0,579,350873,6,1098,192,12
M,61,1,1601,4421,30,9510,279,24
F,57,1,513,278627,12,2064,234,30
M,43,1,521,448955,12,2076,203,24
M,33,1,2481,2321968,18,20106,1069,24
M,45,1,1858,626813,12,7536,927,24
M,18,0,620,550774,24,6024,207,3
F,53,1,2134,1721510,18,17280,872,24
F,27,0,207,65258,24,2136,85,18
F,60,1,2271,1009734,24,22368,887,18
F,34,1,2623,2134132,12,14808,1131,24
M,40,0,602,481402,18,3996,194,3
M,24,0,255,163773,18,1422,91,1
F,61,1,485,429454,30,7080,237,12
F,24,1,2764,2407048,18,18216,1291,30
F,61,1,2592,814533,18,19746,806,30
F,32,0,358,33890,24,3840,109,3
M,51,0,266,190418,18,2214,96,3
F,63,1,469,376902,24,3840,223,24
M,62,1,678,478835,12,2904,227,24
M,21,0,473,263926,12,2712,169,6
M,31,0,594,473761,6,1566,206,24
M,31,0,202,102345,18,1260,94,24
M,33,0,384,1591,18,1260,65,12
M,24,0,613,522135,24,6456,296,1
M,49,0,588,71284,12,2280,188,6
F,36,0,136,3274,18,432,26,12
F,19,0,384,139413,24,4560,124,18
M,27,0,93,17389,6,276,36,24
F,34,1,1662,1102344,12,6060,659,18
M,54,0,651,422326,3,774,271,18
F,29,0,457,121432,6,1032,158,3
F,23,0,449,159141,3,468,205,24
F,39,1,2143,681372,30,23850,928,12
F,49,1,1733,159283,12,7956,712,30
F,58,1,1274,697512,30,15150,545,12
F,37,0,567,262134,1,212,206,3
F,18,0,53,44557,12,204,17,18
F,64,1,463,385659,18,2772,190,12
M,23,0,168,97089,12,732,52,3
M,36,1,1460,1071661,30,14340,555,30
M,35,0,119,5946,24,1200,58,18
F,23,0,300,211719,12,1200,137,3
M,62,1,1711,329377,18,12996,587,12
M,50,1,1202,643232,30,15090,472,18
F,40,1,1874,1745760,30,17280,849,30
M,40,0,479,451936,24,4728,224,18
M,43,1,649,261669,30,5880,315,30
F,30,1,1334,1195409,12,7428,604,12
F,24,0,211,176404,3,198,83,3
M,32,0,653,447027,3,759,260,3
F,61,1,2604,38619,24,10536,493,24
F,44,1,2879,2621948,12,10944,1147,24
M,43,0,90,13525,12,372,42,1
F,50,1,1026,915900,18,5922,351,24
M,32,0,566,352158,6,1602,205,1
F,53,1,2234,2055825,24,18792,1098,12
F,62,1,2859,1663805,18,24930,1240,18
M,44,1,2018,621560,30,26790,759,12
F,22,0,231,172737,18,1368,108,12
F,19,0,535,41185,18,3096,198,24
M,50,1,2165,345460,12,8088,773,30
F,33,1,2734,403215,24,19848,1247,18
F,40,1,2413,1208687,30,31200,1028,24
F,55,0,365,181875,24,4152,158,24
F,33,1,2990,880733,12,13800,1207,24
M,31,0,627,43174,12,2940,297,1
F,46,0,260,217443,3,384,100,18
F,43,0,255,29477,1,94,87,12
F,52,1,2264,760326,12,12096,790,12
F,32,0,415,286873,12,2316,138,24
F,20,0,75,31052,3,87,29,1
M,40,0,304,165496,18,1944,143,3
F,46,1,1181,21816,24,3672,216,30
M,51,1,1213,365101,18,6588,460,12
M,50,1,2718,9531,18,7686,415,30
M,58,1,574,387391,12,2628,244,18
M,58,1,226,192175,12,972,109,30
F,40,1,1280,713272,30,14100,510,12
M,24,0,464,153930,1,167,180,18
F,20,0,188,73511,6,474,90,24
F,49,1,1041,942796,30,12630,455,18
M,48,0,481,437717,3,570,201,24
M,35,0,166,50404,6,450,63,1
F,60,1,1052,1027180,30,12330,416,12
M,24,0,299,261403,18,1782,98,1
F,58,1,1777,219324,12,7416,684,24
M,18,0,33,27195,3,33,13,24
F,31,0,684,80896,24,5304,287,12
F,49,0,563,537379,12,2352,182,6
M,23,0,316,150299,3,417,146,6
M,56,1,2583,895274,12,15480,1105,18
M,27,0,446,420245,1,138,141,6
M,24,0,225,79510,12,936,79,3
F,43,1,805,788139,24,6456,364,30
M,51,1,1291,1180651,30,12930,609,18
F,47,1,2589,2044197,30,23820,1221,12
F,53,1,490,201605,12,1860,181,18
F,38,1,1146,559954,18,8424,529,12
F,34,1,1911,1156142,18,11538,764,18
M,50,0,254,96947,18,1692,102,1
M,27,0,70,22052,12,384,26,18
F,64,1,2427,2221005,24,21072,1008,24
F,59,1,2300,1330256,24,18072,986,12
M,29,0,40,3666,18,324,13,12
M,33,0,523,289333,24,4560,184,18
F,58,1,318,109250,24,3144,134,12
F,49,0,274,216197,1,107,84,18
F,32,0,497,171329,18,3582,224,1
M,44,0,323,148098,3,366,109,3
M,45,1,1467,213951,18,9108,472,24
M,34,1,2043,1189449,24,15984,743,12
F,63,1,573,390942,30,6960,215,24
M,19,0,93,37253,1,38,43,3
F,53,1,2898,1356617,30,29760,1081,30
M,24,0,482,293844,24,3552,218,3
F,30,1,700,318484,30,7410,274,12
M,32,0,328,23304,24,3840,118,6
F,42,1,968,936108,18,7632,350,24
F,40,1,544,494735,24,5016,207,12
F,39,0,246,167098,24,2760,87,3
M,43,0,61,47400,18,468,21,18
M,50,0,204,195166,3,204,68,1
F,28,0,269,104063,12,1284,94,6
F,27,0,208,41322,6,426,71,6
F,42,0,629,380707,12,3732,243,18
F,54,1,1002,874183,24,11400,344,18
F,60,1,2045,1577349,12,11376,730,12
F,55,0,139,2275,12,240,26,1
F,58,1,1752,722797,24,16968,704,12
F,62,1,2825,1734794,30,27810,968,18
F,41,0,195,158912,3,192,73,3
M,57,0,457,453980,12,2352,219,1
F,63,1,950,234842,18,5202,317,30
F,50,0,39,9748,24,432,15,12
F,34,1,1726,1283304,30,24150,841,30
F,41,1,670,133426,18,4428,266,24
M,54,0,672,91166,1,246,217,12
F,19,0,265,159250,1,91,97,6
F,49,1,1443,1081061,18,11934,528,24
F,41,1,466,115976,30,6450,213,24
F,26,0,70,13403,18,414,26,18
F,21,1,973,266336,24,9984,431,24
M,34,1,1607,835013,24,15096,675,18
F,34,0,233,158449,24,2376,76,3
F,47,1,2643,1089655,18,19278,979,12
F,57,1,296,142284,30,4050,94,24
M,28,1,2431,784463,12,14160,1185,12
M,38,0,326,86647,18,2070,109,24
M,38,1,807,636676,18,6588,249,24
M,35,1,777,313903,12,3216,331,18
F,46,1,2505,2033942,18,17046,1181,30
F,41,1,1289,81552,30,12300,569,24
M,27,0,429,382349,18,2880,130,1
M,62,1,2698,1708373,18,16794,989,30
F,34,1,2333,1846006,24,16920,1101,12
M,35,0,578,309518,1,231,277,18
F,59,1,1620,1404627,12,7992,705,24
M,37,1,2523,450841,18,19368,970,30
M,54,1,2549,389445,24,23328,1240,12
M,62,1,1978,1933009,18,13536,947,18
M,35,0,113,108926,6,294,51,12
M,34,1,582,154739,24,6120,286,18
M,26,0,530,263498,3,552,233,24
F,31,1,559,490282,18,3420,170,30
F,46,0,563,510751,18,3870,208,18
F,48,1,188,156866,24,1872,70,30
F,21,0,155,4452,12,348,17,1
M,35,0,310,152352,6,894,138,12
F,37,1,2181,146172,24,20640,975,18
M,64,1,2772,1555030,18,19296,854,18
M,60,1,2270,2108786,12,12168,1113,18
M,61,1,2646,1635163,12,14724,871,24
F,26,0,263,37223,24,2352,79,1
M,30,1,1275,840533,24,9192,527,24
M,32,0,523,263164,3,657,215,3
M,44,0,433,191678,3,606,131,1
M,32,1,787,770678,24,8328,337,12
F,45,1,2820,1137506,18,22626,1039,18
M,54,1,2246,830342,24,16752,813,24
F,36,0,278,143326,3,366,114,24
M,43,1,1071,189573,30,12900,499,30
F,43,0,319,68043,3,426,104,12
F,42,1,493,258106,30,5040,181,18
F,43,1,2441,1062529,30,30330,804,24
F,43,1,1604,1011886,24,13536,687,24
F,63,1,1904,1117246,12,10788,875,24
F,45,0,23,16298,12,132,10,3
F,35,1,1183,461420,30,11490,401,12
M,49,1,1067,67986,18,7470,373,24
M,20,0,141,37350,12,660,48,24
F,19,0,303,53411,12,1716,112,6
F,50,1,637,277790,24,7272,300,30
F,59,1,2830,2306204,30,36450,1407,30
M,36,0,480,393126,12,2484,151,12
M,34,1,1203,273034,12,5688,424,30
M,61,1,2056,1418426,24,21936,803,30
F,50,1,2191,1076041,12,12096,710,12
F,29,0,65,56285,1,20,23,3
F,20,0,329,68469,1,100,150,12
M,60,0,173,4142,1,34,22,3
F,43,0,370,188389,1,111,151,1
F,52,1,457,4087,18,1332,47,12
F,25,0,314,104904,3,453,146,6
M,53,1,2215,461730,18,14994,1014,18
F,24,0,576,402918,12,2700,188,3
F,63,1,2156,485687,24,17640,891,24
M,63,1,194,173866,30,2520,58,30
M,53,1,2360,2245563,18,12906,740,30
M,33,0,603,306591,3,735,298,6
M,41,1,433,229380,30,6030,169,12
F,18,0,87,28433,6,198,42,3
F,42,0,525,399827,6,1152,202,18
F,27,1,237,26072,18,2016,108,30
M,33,0,302,64646,6,780,129,24
M,33,1,1563,1526267,24,14064,746,30
M,25,0,131,63669,6,264,62,18
M,46,0,341,26794,1,121,128,24
F,56,1,2338,378621,24,27240,1059,24
F,45,0,351,218688,6,972,127,12
M,23,0,660,3468,3,270,117,24
F,33,0,302,25854,3,411,129,6
F,37,0,332,234233,18,2466,150,18
M,33,0,479,228033,1,191,147,12
F,24,0,99,15946,24,1008,49,12
F,58,1,957,307102,30,9330,357,18
F,31,0,539,173079,24,5736,174,6
M,60,1,1962,721696,12,7296,911,12
M,43,1,2610,1093278,12,15468,1259,24
M,43,0,268,267592,1,93,87,6
M,31,0,357,11490,18,3078,172,6
F,24,0,689,208095,12,4032,218,3
M,50,0,586,205561,3,642,245,24
F,43,0,281,219230,3,327,99,6
